title,company,model,year,price,mileage,color,transmission,location,date_posted,features,detail_link
Honda Civic 2008,Honda,Civic,2008,"600,000 EGP","240,000 Km",Black,N/A,Cairo,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/honda/civic/6997638
MG 5 2022,MG,5,2022,"770,000 EGP","98,000 Km",Red,N/A,Maadi,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6997618
Chery Tiggo 8 Pro 2023,Chery,Tiggo,2023,"1,385,000 EGP",N/A,White,N/A,Chery Tiggo 8 Pro,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/new-car/imported/chery/Tiggo-8-Pro/6997602
Ford EcoSport 2019,Ford,EcoSport,2019,"750,000 EGP",N/A,White,N/A,6 October,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/ford/ecosport/6997596
Seat Ibiza 1999,Seat,Ibiza,1999,"155,000 EGP",N/A,Gold,N/A,Cairo,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/seat/ibiza/6997586
Kia Seltos 2022,Kia,Seltos,2022,"1,350,000 EGP","98,000 Km",White,N/A,Pyramids Gardens,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/kia/Seltos/6997546
Chevrolet Aveo 2011,Chevrolet,Aveo,2011,"320,000 EGP","310,000 Km",Black,N/A,Tagamo3 - New Cairo,2025-06-26,Air Conditioner | Power Steering,https://eg.hatla2ee.com/en/car/chevrolet/aveo/6997518
Daewoo Lacetti 2003,Daewoo,Lacetti,2003,"340,000 EGP","270,000 Km",Other,N/A,Monufia,2025-06-26,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/daewoo/lacetti/6997532
Renault Megane 2008,Renault,Megane,2008,"475,000 EGP","112,000 Km",White,N/A,Sohag,2025-06-26,Automatic,https://eg.hatla2ee.com/en/car/renault/megane/6997519
Mercedes E 200 2023,Mercedes,E,2023,"4,100,000 EGP","10,000 Km",White,N/A,Cairo,2025-06-26,Automatic,https://eg.hatla2ee.com/en/car/mercedes/e-200/6997508
Speranza Tiggo 2012,Speranza,Tiggo,2012,"350,000 EGP","250,000 Km",Petroleum,N/A,Sohag,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/speranza/tiggo/6997496
Nissan Sunny 2020,Nissan,Sunny,2020,"520,000 EGP","158,000 Km",Silver,N/A,Ain Shams,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/nissan/sunny/6997505
Mercedes 200 2010,Mercedes,200,2010,"1,500,000 EGP","262,000 Km",Black,N/A,Cairo,2025-06-26,Automatic,https://eg.hatla2ee.com/en/car/mercedes/200/6997502
Daewoo Lanos 2006,Daewoo,Lanos,2006,"11,111,111 EGP",N/A,White,N/A,Sohag,2025-06-26,Power Steering,https://eg.hatla2ee.com/en/car/daewoo/lanos/6997487
Brilliance V6 2019,Brilliance,V6,2019,"800,000 EGP","140,000 Km",Bronze,N/A,Cairo,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/brilliance/brilliance-V6/6997486
Ford Kuga 2017,Ford,Kuga,2017,"900,000 EGP","187,000 Km",Silver,N/A,Zagazig,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/ford/kuga/6997492
Audi A4 2021,Audi,A4,2021,"2,200,000 EGP","97,000 Km",Black,N/A,Madinaty,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/audi/a4/6997440
Renault Logan MCV 2019,Renault,Logan,2019,"555,000 EGP","70,000 Km",Dark grey,N/A,Kafr el-Dawwar,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/renault/renault-logan-mcv/6997444
Mitsubishi Lancer 2008,Mitsubishi,Lancer,2008,"475,000 EGP","260,000 Km",Gold,N/A,Cairo,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/mitsubishi/lancer/6997455
Peugeot 3008 2021,Peugeot,3008,3008,"1,300,000 EGP","135,000 Km",White,N/A,Helwan,2025-06-26,Automatic,https://eg.hatla2ee.com/en/car/peugeot/3008/6997420
Seat Toledo 1996,Seat,Toledo,1996,"95,000 EGP","250,000 Km",Red,N/A,Cairo,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/seat/toledo/6997458
BMW X1 2012,BMW,X1,2012,"750,000 EGP","148,000 Km",Dark blue,N/A,Cairo,2025-06-26,Automatic,https://eg.hatla2ee.com/en/car/bmw/x1/6997415
Mazda 323 1982,Mazda,323,1982,"65,000 EGP","1,999,999 Km",Dark red,N/A,Sheikh Zayed City,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/mazda/323/6997425
Opel Vectra 2000,Opel,Vectra,2000,"275,000 EGP","236,000 Km",Dark red,N/A,6 October,2025-06-26,Automatic | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/opel/vectra/6997436
Opel Cascada 2017,Opel,Cascada,2017,"1,500,000 EGP","97,000 Km",Dark red,N/A,Cairo,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/opel/cascada/6997383
Mercedes A 180 2023,Mercedes,A,2023,"2,700,000 EGP","4,000 Km",Black,N/A,Cairo,2025-06-26,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/mercedes/a-180/6997373
MG Rx5 2022,MG,Rx5,2022,"1,150,000 EGP","21,000 Km",Black,N/A,Al Shorouk,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/moris-garage/Rx5/6997361
Chevrolet Captiva 2021,Chevrolet,Captiva,2021,"1,400,000 EGP","5,800 Km",Red,N/A,Giza,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/chevrolet/captiva/6997375
Toyota Corolla 2002,Toyota,Corolla,2002,"475,000 EGP","200,000 Km",White,N/A,Mansoura,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/toyota/corolla/6997380
Chevrolet Aveo 2015,Chevrolet,Aveo,2015,"415,000 EGP","148,000 Km",Black,N/A,Cairo,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/chevrolet/aveo/6997332
Nissan Sunny 2017,Nissan,Sunny,2017,"410,000 EGP","250,000 Km",Gray,Automatic,Cairo,2025-06-26,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/nissan/sunny/6997285
Peugeot 508 2020,Peugeot,508,2020,"1,320,000 EGP","85,000 Km",White,N/A,Tagamo3 - New Cairo,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/peugeot/508/6997251
Nissan Qashqai 2019,Nissan,Qashqai,2019,"825,000 EGP","145,000 Km",Blue,N/A,Giza,2025-06-26,Automatic,https://eg.hatla2ee.com/en/car/nissan/qashqai/6997270
Zotye Xplosion 2007,Zotye,Xplosion,2007,"250,000 EGP","107,640 Km",Blue,N/A,6 October,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/zotye/xplosion/6997269
Renault Sandero 2013,Renault,Sandero,2013,"370,000 EGP","200,000 Km",Silver,N/A,Alexandria,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/renault/sandero/6997203
Opel Grandland 2020,Opel,Grandland,2020,"1,350,000 EGP","115,000 Km",Silver,N/A,6 October,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/opel/Grandland/6997186
Subaru Impreza 2019,Subaru,Impreza,2019,"1,000,000 EGP","170,000 Km",Dark grey,N/A,Mohandessin,2025-06-26,Automatic | Air Conditioner,https://eg.hatla2ee.com/en/car/subaru/impreza/6997229
Hyundai Accent RB 2021,Hyundai,Accent,2021,"700,000 EGP","110,000 Km",Red,N/A,6 October,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/Accent-RB/6997151
Skoda Fabia 2001,Skoda,Fabia,2001,"240,000 EGP","192,000 Km",Dark blue,N/A,10th of Ramadan,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/skoda/fabia/6997140
Hyundai Getz 2008,Hyundai,Getz,2008,"400,000 EGP","265,000 Km",Blue,N/A,6 October,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/hyundai/getz/6997102
Toyota Corolla 2021,Toyota,Corolla,2021,"1,080,000 EGP","99,000 Km",White,N/A,Abu Qir,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/toyota/corolla/6997108
Mercedes GLA 200 2022,Mercedes,GLA,2022,"2,650,000 EGP","29,000 Km",Black,N/A,Madinaty,2025-06-26,Automatic,https://eg.hatla2ee.com/en/car/mercedes/GLA-200/6997098
Subaru XV 2014,Subaru,XV,2014,"780,000 EGP","200,000 Km",Dark grey,N/A,Nasr city,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/subaru/xv/6997100
Nissan Qashqai 2012,Nissan,Qashqai,2012,"800,000 EGP","240,000 Km",Black,N/A,Giza,2025-06-26,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/nissan/qashqai/6997095
Kia Cerato 2010,Kia,Cerato,2010,"650,000 EGP","200,000 Km",Black,N/A,Beheira,2025-06-26,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/kia/cerato/6997085
Ford Focus 2014,Ford,Focus,2014,"375,000 EGP","153,000 Km",Dark blue,N/A,Asyut,2025-06-26,Automatic,https://eg.hatla2ee.com/en/car/ford/focus/6997070
Kia Picanto 2011,Kia,Picanto,2011,"450,000 EGP","162,000 Km",Red,N/A,Sohag,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/kia/picanto/6997060
Mitsubishi Lancer EX Shark 2009,Mitsubishi,Lancer,2009,"555,000 EGP","232,000 Km",Mocha,N/A,El Mahalla,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6997066
MG ZS 2021,MG,ZS,2021,"820,000 EGP","90,000 Km",Blue,N/A,Helwan,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/moris-garage/zs/6997027
Hyundai Avante 2010,Hyundai,Avante,2010,"660,000 EGP","370,000 Km",Black,N/A,Sharqia,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/avante/6997023
Hyundai Tucson 2020,Hyundai,Tucson,2020,"1,400,000 EGP","155,000 Km",Silver,N/A,Ain Shams,2025-06-26,Automatic | Air Conditioner | Power Steering,https://eg.hatla2ee.com/en/car/hyundai/tucson/6997020
Volkswagen T-Roc 2024,Volkswagen,T-Roc,2024,"1,680,000 EGP","11,000 Km",Gray,N/A,6 October,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/volks-wagen/T-Roc/6997015
Lada 2017 2014,Lada,2017,2017,"150,000 EGP","36,000 Km",Other,N/A,Abu Qir,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/lada/2017/6997008
Nissan Sunny 2020,Nissan,Sunny,2020,"530,000 EGP","115,000 Km",Black,N/A,6 October,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/nissan/sunny/6996989
Nissan Sunny 2020,Nissan,Sunny,2020,"570,000 EGP","128,000 Km",Red,N/A,Banha,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/nissan/sunny/6997005
Seat Ibiza 2019,Seat,Ibiza,2019,"890,000 EGP","129,000 Km",White,N/A,Gharbia,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/seat/ibiza/6997003
Skoda Kodiaq 2024,Skoda,Kodiaq,2024,"2,720,000 EGP","5,180 Km",Silver,N/A,Sheraton,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/skoda/kodiaq/6996998
Skoda Octavia A4 1998,Skoda,Octavia,1998,"360,000 EGP","159,000 Km",White,N/A,Alexandria,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6996997
Fiat Tipo 2022,Fiat,Tipo,2022,"800,000 EGP","65,000 Km",Dark blue,N/A,10th of Ramadan,2025-06-26,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/fiat/tipo/6996960
Chevrolet Cruze 2015,Chevrolet,Cruze,2015,"485,000 EGP","126,000 Km",Black,N/A,Heliopolis,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/chevrolet/cruze/6996979
Speranza A620 2007,Speranza,A620,2007,"290,000 EGP","127,000 Km",Black,N/A,Sohag,2025-06-26,N/A,https://eg.hatla2ee.com/en/car/speranza/a620/6996969
Volkswagen ID 6 2023,Volkswagen,ID,2023,"2,000,000 EGP","30,000 Km",Other,N/A,Bilbeis,2025-06-26,Automatic,https://eg.hatla2ee.com/en/car/volks-wagen/ID-6/6996976
Hyundai Avante 2004,Hyundai,Avante,2004,"465,000 EGP","292,000 Km",Black,N/A,Qena,2025-06-25,Automatic | Air Conditioner,https://eg.hatla2ee.com/en/car/hyundai/avante/6996931
Kia Rio 2001,Kia,Rio,2001,"290,000 EGP","450,000 Km",Gray,N/A,6 October,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/kia/rio/6996925
BMW X2 2019,BMW,X2,2019,"1,650,000 EGP","178,000 Km",Black,N/A,Alexandria,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/bmw/X2/6996939
Daewoo Lanos 2 2001,Daewoo,Lanos,2001,"205,000 EGP",N/A,White,N/A,Giza,2025-06-25,Power Steering,https://eg.hatla2ee.com/en/car/daewoo/lanos-2/6996946
Nissan Sunny 2014,Nissan,Sunny,2014,"395,000 EGP","225,000 Km",Bronze,N/A,Obour City,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/nissan/sunny/6996938
Toyota Corolla 2021,Toyota,Corolla,2021,"970,000 EGP","110,000 Km",White,N/A,El Mahalla,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/toyota/corolla/6996899
Ford EcoSport 2018,Ford,EcoSport,2018,"820,000 EGP","52,000 Km",Silver,N/A,Tagamo3 - New Cairo,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/ford/ecosport/6996900
Kia Rio 2013,Kia,Rio,2013,"570,000 EGP","134,000 Km",Silver,N/A,6 October,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/kia/rio/6996910
BMW 318 2018,BMW,318,2018,"1,250,000 EGP","200,000 Km",Silver,N/A,Tagamo3 - New Cairo,2025-06-25,Automatic | Remote Control,https://eg.hatla2ee.com/en/car/bmw/318/6996850
BMW 316 2015,BMW,316,2015,"1,150,000 EGP","119,000 Km",Silver,N/A,Tagamo3 - New Cairo,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/bmw/316/6996882
Volkswagen Beetle 1973,Volkswagen,Beetle,1973,"135,000 EGP","100,000 Km",White,N/A,Nasr city,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/volks-wagen/beetle/6996858
Mercedes CLA 180 2020,Mercedes,CLA,2020,"1,900,000 EGP","98,000 Km",White,N/A,Cairo,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/mercedes/cla-180/6996847
Mitsubishi Lancer EX Shark 2014,Mitsubishi,Lancer,2014,"640,000 EGP","222,000 Km",Red,N/A,Asyut,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6996876
Opel Corsa 2023,Opel,Corsa,2023,"1,050,000 EGP","43,000 Km",Red,N/A,Al Shorouk,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/opel/corsa/6996852
Byd F3 2017,Byd,F3,2017,"450,000 EGP",N/A,Silver,N/A,Heliopolis,2025-06-25,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/byd/f3/6996840
Peugeot 205 1989,Peugeot,205,1989,"120,000 EGP","200,000 Km",White,N/A,Beheira,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/peugeot/205/6996819
Skoda Octavia A7 2015,Skoda,Octavia,2015,"875,000 EGP","175,000 Km",Black,N/A,Alexandria,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/skoda/Octavia-A7/6996838
BMW X3 2012,BMW,X3,2012,"1,500,000 EGP","130,000 Km",Black,N/A,Mokattam,2025-06-25,Automatic,https://eg.hatla2ee.com/en/car/bmw/x3/6996803
Hyundai Solaris 2017,Hyundai,Solaris,2017,"650,000 EGP","89,000 Km",Brown,N/A,Alexandria,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/solaris/6996777
Daewoo Nubira 2 2006,Daewoo,Nubira,2006,"285,000 EGP","200,000 Km",Brown,N/A,Alexandria,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6996795
Renault Logan 2020,Renault,Logan,2020,"560,000 EGP","128,000 Km",Silver,N/A,6 October,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/renault/logan/6996798
Mitsubishi Lancer Puma 2009,Mitsubishi,Lancer,2009,"470,000 EGP","150,000 Km",Silver,N/A,Beni Suef,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6996786
Hyundai Avante 2009,Hyundai,Avante,2009,"720,000 EGP","240,000 Km",Silver,N/A,Sharqia,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/avante/6996745
Mercedes A 200 2021,Mercedes,A,2021,"2,300,000 EGP","52,000 Km",Dark grey,N/A,Tagamo3 - New Cairo,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/mercedes/a-200/6996743
Seat Leon 2015,Seat,Leon,2015,"680,000 EGP","166,000 Km",Red,N/A,Cairo,2025-06-25,Automatic,https://eg.hatla2ee.com/en/car/seat/leon/6996748
Mercedes E 200 2014,Mercedes,E,2014,"500,000 EGP","300,000 Km",White,N/A,Tagamo3 - New Cairo,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/mercedes/e-200/6996761
Mitsubishi Lancer Puma 2014,Mitsubishi,Lancer,2014,"580,000 EGP","115,000 Km",Silver,N/A,Ismailia,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6996684
Hyundai Accent 2000,Hyundai,Accent,2000,"145,000 EGP","250,000 Km",White,N/A,Qalyubia,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/hyundai/accent/6996721
Chery Tiggo 7 2024,Chery,Tiggo,2024,"950,000 EGP","32,000 Km",Petroleum,N/A,Madinaty,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/chery/Tiggo-7/6996695
Chevrolet Optra 2025,Chevrolet,Optra,2025,"770,000 EGP","12,500 Km",Silver,N/A,Beni Suef,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/chevrolet/optra/6996722
Nissan Qashqai 2013,Nissan,Qashqai,2013,"620,000 EGP","208,000 Km",Gray,N/A,Cairo,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/nissan/qashqai/6996705
Opel Astra 2020,Opel,Astra,2020,"710,000 EGP","198,000 Km",Red,N/A,Zagazig,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/opel/astra/6996729
Lada Granta 2021,Lada,Granta,2021,"490,000 EGP","75,000 Km",Dark grey,N/A,Obour City,2025-06-25,Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/lada/granta/6996682
Geely GX3 Pro 2024,Geely,GX3,2024,"750,000 EGP","57,000 Km",White,N/A,Tagamo3 - New Cairo,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/geely/GX3-pro/6996731
Proton Saga 2023,Proton,Saga,2023,"550,000 EGP","55,000 Km",Silver,N/A,Cairo,2025-06-25,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/proton/saga/6996689
Hyundai I30 2009,Hyundai,I30,2009,"520,000 EGP","200,000 Km",Silver,N/A,Aswan,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/hyundai/i30/6996674
Chevrolet Optra 2008,Chevrolet,Optra,2008,"370,000 EGP","320,000 Km",Black,N/A,6 October,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/chevrolet/optra/6996675
Volvo S60 2018,Volvo,S60,2018,"1,075,000 EGP","138,000 Km",Black,N/A,Heliopolis,2025-06-25,Automatic,https://eg.hatla2ee.com/en/car/volvo/s60/6996614
Skoda Octavia A4 2006,Skoda,Octavia,2006,"440,000 EGP","120,000 Km",Silver,N/A,Alexandria,2025-06-25,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6996605
Speranza A113 2011,Speranza,A113,2011,"220,000 EGP","18,000 Km",Red,N/A,Shobra,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/speranza/a113/6996578
Kia Sportage 2017,Kia,Sportage,2017,"1,400,000 EGP","77,000 Km",Gold,N/A,Kafr el-Sheikh,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/kia/sportage/6996570
BMW X1 2024,BMW,X1,2024,"3,300,000 EGP","2,500 Km",White,N/A,BMW X1,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/new-car/imported/bmw/x1/6996546
Hyundai Elantra AD 2018,Hyundai,Elantra,2018,"850,000 EGP","218,000 Km",Black,N/A,6 October,2025-06-25,Automatic,https://eg.hatla2ee.com/en/car/hyundai/Elantra-AD/6996547
Nissan Qashqai 2017,Nissan,Qashqai,2017,"830,000 EGP","156,000 Km",Brown,N/A,Cairo,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/nissan/qashqai/6996524
Byd L3 2016,Byd,L3,2016,"380,000 EGP","157,000 Km",Mocha,N/A,Tagamo3 - New Cairo,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/byd/l3/6996558
Chery Arrizo 5 2021,Chery,Arrizo,2021,-,"180,000 Km",Eggplant,N/A,Cairo,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6996557
Hyundai I10 2010,Hyundai,I10,2010,"380,000 EGP","170,000 Km",Gold,N/A,Banha,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/hyundai/i10/6996518
Mitsubishi Lancer 1991,Mitsubishi,Lancer,1991,"186,000 EGP",N/A,Silver,N/A,Beheira,2025-06-25,Automatic,https://eg.hatla2ee.com/en/car/mitsubishi/lancer/6996501
Honda HRV 2024,Honda,HRV,2024,"1,950,000 EGP",10 Km,Red,N/A,Honda HRV,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/new-car/imported/honda/hrv/6996465
Nissan Qashqai 2019,Nissan,Qashqai,2019,"1,000,000 EGP","103,000 Km",Red,N/A,Mohandessin,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/nissan/qashqai/6996468
Nissan Sentra 2016,Nissan,Sentra,2016,"700,000 EGP","115,000 Km",Black,N/A,Obour City,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/nissan/sentra/6996430
Suzuki Van 2015,Suzuki,Van,2015,"240,000 EGP","45,000 Km",White,N/A,Helwan,2025-06-25,Automatic,https://eg.hatla2ee.com/en/car/suzuki/van/6996426
Chevrolet Captiva 2021,Chevrolet,Captiva,2021,"1,000,000 EGP","130,000 Km",Mocha,N/A,Maadi,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/chevrolet/captiva/6996421
Renault Captur 2018,Renault,Captur,2018,"700,000 EGP","100,000 Km",Red,N/A,Heliopolis,2025-06-25,Automatic,https://eg.hatla2ee.com/en/car/renault/captur/6996413
Suzuki Swift Dzire 2022,Suzuki,Swift,2022,"620,000 EGP","75,000 Km",Silver,N/A,Nasr city,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/suzuki/swift-dzire/6996405
Volkswagen Beetle 0,Volkswagen,Beetle,,"320,000 EGP",N/A,Cyan,N/A,Shobra,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/volks-wagen/beetle/6996402
Mercedes C 180 2020,Mercedes,C,2020,"2,600,000 EGP","75,000 Km",Black,N/A,Heliopolis,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/mercedes/c-180/6996379
Seat Ibiza 2001,Seat,Ibiza,2001,"140,000 EGP","12,222 Km",Silver,N/A,Cairo,2025-06-25,Automatic | Remote Control,https://eg.hatla2ee.com/en/car/seat/ibiza/6996386
Renault Logan 2011,Renault,Logan,2011,"370,000 EGP","118,000 Km",Silver,N/A,Aswan,2025-06-25,Air Conditioner,https://eg.hatla2ee.com/en/car/renault/logan/6996396
Kia Sportage 2016,Kia,Sportage,2016,"1,185,000 EGP","220,000 Km",Black,N/A,Sheikh Zayed City,2025-06-25,Automatic,https://eg.hatla2ee.com/en/car/kia/sportage/6996352
Proton Saga 2010,Proton,Saga,2010,"300,000 EGP","170,000 Km",Red,N/A,Maadi,2025-06-25,Automatic | Air Conditioner | Power Steering,https://eg.hatla2ee.com/en/car/proton/saga/6996333
Hyundai Matrix 2001,Hyundai,Matrix,2001,"400,000 EGP","170,000 Km",Silver,N/A,Kafr El Zayat,2025-06-25,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/matrix/6996309
Proton Persona 2009,Proton,Persona,2009,"395,000 EGP","75,000 Km",Black,N/A,Alexandria,2025-06-25,N/A,https://eg.hatla2ee.com/en/car/proton/persona/6996291
Jeep Renegade 2020,Jeep,Renegade,2020,"1,350,000 EGP","136,000 Km",Gray,N/A,Cairo,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/jeep/Renegade/6996315
BMW 316 2010,BMW,316,2010,"750,000 EGP","390,000 Km",Silver,N/A,Mansoura,2025-06-25,Automatic | Air Conditioner | Power Steering,https://eg.hatla2ee.com/en/car/bmw/316/6996311
Renault Clio 2003,Renault,Clio,2003,"285,000 EGP","220,000 Km",Gray,N/A,Cairo,2025-06-25,Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/renault/clio/6996306
Hyundai Elantra 2010,Hyundai,Elantra,2010,"550,000 EGP","450,000 Km",Black,N/A,Saft El Laban,2025-06-25,Automatic | Air Conditioner | Power Steering,https://eg.hatla2ee.com/en/car/hyundai/elantra/6996319
Chery Tiggo 3 2022,Chery,Tiggo,2022,"715,000 EGP","75,000 Km",Dark grey,N/A,Giza,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/chery/Tiggo3/6996298
